wiki_text,groundtruth
"[ORG] is an international electronics group specializing in the fields of electronic test equipment, broadcast & media, cybersecurity, radiomonitoring and radiolocation, and radiocommunication. The company provides also products for the wireless communications, electronics industry, aerospace and defense, homeland security and critical infrastructures.","['Technological Hardware', 'Defense Manufacturer', 'Cybersecurity']"
[ORG] is a Japanese cable television broadcaster and internet service provider. It is commonly referred to as Itscom or iTSCOM.,"['Media', 'ISP']"
"[ORG] is an American cloud computing company that sells software solutions for datacenters and hybrid multi-cloud deployments. This includes software for virtualization, Kubernetes, database-as-a-service, software-defined networking, security, as well as software-defined storage for file, object, and block storage.[2]   ",['Software']
"[ORG] provides admissions tests for a range of university level courses and assessments in thinking skills and behavioural styles.[1] It is part of Cambridge Assessment, a not-for-profit department of the [ORG],[2] England. It stopped delivering admissions tests at the end of 2023, thus effectively ceasing operations.[3]   ",['Education']
"[ORG] are respectively 2.5D and 3D arcade-style computer games for Windows, Mac OS 9, Mac OS X, iOS and PlayStation Minis developed by Pangea Software. They both involve moving certain substances into their proper containers. The music in both games was recorded by Michael Beckett.   ",['Media']
"[ORG] is a line of laptop computers manufactured and sold by American company Dell Technologies. It is a business-oriented line, aimed at corporate enterprises, healthcare, government, and education markets; unlike the Inspiron and XPS series, which are aimed at individual customers, and the Vostro series, which is aimed at smaller businesses.   ",['Technological Hardware']
[ORG] is a video game company that has created well-known games such as the Grand Theft Auto series of games and the MidnightClub Racing Game series. The company was formerly known as BMG Interactive in its early years.   ,['Media']
"The National Railway Company of Belgium (NMBS), in French Société Nationale des Chemins de fer Belges (SNCB), is a company that operates train services in Belgium on behalf of the Belgian State. The total Belgian railway network consists of 3500 kilometers (of which 2998 kilometers are electrified).",['Transportation']
"[ORG] is a Japanese information technology company headquartered in Tokyo, Japan, offering IT services and computer software. Outside of Japan, It is widely known for its acquisition of Sega in 1984, ended in the sale to Sammy in 2004, through which Sega Sammy Holdings was established.[1]","['Software', 'IT Services']"
"[ORG] is the foreign broadcaster of the Federal Republic of Germany. The DW is an institution under public law and a member of ARD, but it is not funded from the broadcasting fee; instead, it is financed by federal tax revenues. The Federal Government Commissioner for Media is responsible for it.",['Media']
"[ORG] is a multinational automotive company based in Stuttgart, Baden-Württemberg, Germany.",['Automotive']
"[ORG] is a security camera and recorder company headquartered in Hangzhou, Zhejiang Province, People's Republic of China. It is a subsidiary [ORG] (commonly known as CETC). It is listed on the entity list by the Bureau of Industry and Security of the U.S. Department of Commerce.",['Technological Hardware']
"The National Social Security Office, abbreviated as NSSO (for the French-speaking region: Office national de sécurité sociale (ONSS), for the German-speaking region: Landesamt für Soziale Sicherheit (LSS)), is a Belgian federal public institution that collects and manages social contributions from employers. These contributions include both the employer contributions and the employee contributions that the employer deducts from each wage payment.",['Government']
"[ORG] is an American billionaire businessman, and the chairman and CEO of Comcast, an American company providing cable, entertainment, and communications products and services which was founded by his father, Ralph J. Roberts.   ","['Media', 'ISP']"
"[ORG] is a [ORG]. It was created by the 2001 Central Government Reform when the [ORG]) merged with agencies from other ministries related to economic activities, such as the Economic Planning Agency.   ",['Government']
"[ORG] is a cooperative financial institution headquartered in Chiyoda, Tokyo, and is the largest labour bank in Japan.",['Finance']
[ORG] is responsible for a series of operational duties related to public pension (welfare pension and national pension) based on the Japan Pension Service Act. It is a non-public employee type organization (not private).,['Government']
"[ORG] is a railway line in Hyōgo Prefecture, Japan, operated by West Japan Railway Company (JR West), which connects the cities of Kakogawa and Tamba.[1]   ",['Transportation']
" [ORG] also known by its former name, the Nara Research Institute for Cultural Properties, is one of two research institutes that comprise the National Institutes for Cultural Heritage, an independent administrative institution created in 2001. Established in April 1952 as part of the National Commission for Protection of Cultural Properties,A the institute is located in the city of Nara, in Nara Prefecture, Japan, with branches elsewhere in Nara Prefecture.[1] The institute is divided into departments for the excavation and restoration of the Asuka Palace, the Fujiwara Palace, and the Heijō Palace, historical remains, gardens, and other archaeological sites, and for the study of documents from Japan's early history.[2] The Asuka Historical Museum is also managed by the institute.[3]   ",['Research']
"[ORG] is a public broadcaster established by law, tasked with providing the media offerings for the national public media service in the areas of news, sports, and events, which is particularly suitable for joint management. It is also legally responsible for a number of radio, television, teletext, and internet tasks. The NOS is partly or fully funded by the Dutch government in its activities.",['Media']
"[ORG] is a cabinet level ministry in the government of Japan responsible for oversight of the agriculture, forestry and fishing industries. Its acronym is MAFF. The current Minister of Agriculture, Forestry and Fisheries is Taku Etō.[1]   ",['Government']
"[ORG] is a multinational company headquartered in Minami-ku, Hamamatsu, Japan. Suzuki produces cars, four-wheel drive vehicles, motorcycles, all-terrain vehicles (ATV), outboard motors, wheelchairs, and various other small internal combustion engines. In 2016, Suzuki was the 11th largest automotive manufacturer in the world. Suzuki employs more than 45,000 people and has 35 production facilities in 23 countries, as well as 133 distributors in 192 countries. The volume of Suzuki's car sales is the 10th largest in the world, while Suzuki's domestic sales volume is the third largest in Japan.",['Automotive']
"[ORG] is a company headquartered in Kohoku Ward, Yokohama City, Kanagawa Prefecture, that operates two businesses: a value-added distribution (VAD) business dealing with semiconductors and cybersecurity, and a cyber-physical systems solution business. It is generally classified as a specialized trading company.","['Technological Hardware', 'Cybersecurity']"
"[ORG] is a [ORG].[1] It is responsible for one-third of all the laws and orders in Japan, and is the largest Japanese ministry in terms of employees, as well as the second-largest executive agency of the Japanese government after the [ORG]. The ministry oversees four external agencies including the Japan Coast Guard , the Japan Meteorological Agency and the Japan Tourism Agency.   ",['Government']
"[ORG] is an American provider of human resources management software and services, headquartered in Roseland, New Jersey.",['Services']
"[ORG] is a Japanese ad-supported video on demand (AVOD) service. It was established in October 2015 by the five commercial broadcasters in Tokyo: Nippon TV, TV Asahi, TBS Television, TV Tokyo, and Fuji Television. It allows viewers to watch TV programs they missed during their initial broadcast for free for one week. Additionally, the service offers simultaneous streaming, allowing viewers to watch programs at the same time as their TV broadcast.    ",['Media']
"[ORG] is a cloud security company, with headquarters in San Jose, California. The company offers enterprise cloud security services.[citation needed]   ",['Cybersecurity']
"[ORG] is a Japanese electronics company based in Kyoto, Japan. Omron was established by Kazuma Tateisi (立石一真) in 1933 (as the Tateisi Electric Manufacturing Company) [ORG] in 1948.   ",['Technological Hardware']
"[ORG] is a Japanese multinational imaging and electronics company. It was founded by the now-defunct commercial division of the [ORG]) known as the Riken Concern, on 6 February 1936 as Riken Sensitized Paper (理研感光紙, Riken Kankōshi). Ricoh's headquarters are located  in Ota, Tokyo.[1]   ",['Technological Hardware']
"[ORG] is a public research university with its main campus in Clermont-Ferrand, France. It was created with the merger of Blaise Pascal University and the [ORG].   ",['Education']
[ORG] is a Japanese company. It was established in 1951 and became Japan's first and largest credit company during the post-World War Japanese economic boom.[1]   ,['Finance']
[ORG] is a mail order company of the Fujisankei Group. It is a member of the Japan Direct Marketing Association.,['Retail & Distribution']
"[ORG] is an automobile manufacturing company headquartered in Wuhan, China, and a 50:50 joint-venture between Dongfeng Motor Group and Honda Motor Company. It currently produces a variety of Honda models also available in other markets and a handful of China-only products. The company sells vehicles under the Honda and Ciimo marques.   ",['Automotive']
"[ORG] is a software company based in the Republic of Korea that develops web-based remote solutions and builds systems. It was the first in the world to develop a system that allows remote support based on remote support principles. This article will also cover the RSUPPORT Japan branch, which was established in 2013.",['Software']
[ORG] is one of the telecommunications operators in Japan. It belongs to the Rakuten Group.,['ISP']
" Spot Image, [ORG] company created in 1982 by the French Space Agency, Centre National d'Etudes Spatiales (CNES), the IGN, and Space Manufacturers (Matra, Alcatel, SSC, etc.) is a subsidiary of Airbus Defence and Space (99%). The company is the commercial operator for the SPOT Earth observation satellites.   ",['Government']
"The company developed the Opera browser for PCs, handheld devices (such as mobile phones), and several other platforms, until it was sold to Chinese investors (Opera Software AS) in 2016. Opera Software AS changed its name to Opera Norway in 2020.",['Software']
"[ORG] is an electrical equipment manufacturer headquartered in Amagasaki City, Hyogo Prefecture. It mainly deals with products related to lightning damage, such as surge protectors.",['Capital Goods']
[ORG] is an international electronic investment bank.  It is considered one of the top 25 foreign exchange banks in the world. It is a bank that specializes in trading and investing online in the global capital markets.    ,['Finance']
Tokyo University. It has merged with Tokyo Medical and Dental University.,['Education']
" Mitsui Sumitomo Insurance Group Holdings, Inc. (三井住友海上グループホールディングス株式会社, Mitsui Sumitomo Kaijō Gurūpu Hōrudingusu Kabushiki-Kaisha) is a Japanese insurance holding company headquartered in Tokyo, Japan.   ",['Finance']
"[ORG] is a Japanese system integrator based in Minato, Tokyo. It is a subsidiary of the Mitsui Sumitomo Banking Group and a subsidiary of OGIS-RI.",['IT Services']
"[ORG] is a manufacturer of smartphones in Taiwan. It [ORG] and now is called HTC by lots of people.[1] The company first made smartphones based on Microsoft's Windows Mobile operating system, but in 2009 it started to make smartphones based on Android operating system.   ",['Technological Hardware']
"[ORG] is an American company that manufactures engines and machinery for mining and construction projects. It also provides insurance and loans for businesses to buy their products. The company is the largest manufacturer of construction machinery in the world.[7] It produces equipment such as excavators, bulldozers and mining trucks.",['Capital Goods']
"[ORG] is a government agency which manages and supports the basic functioning of the government of Oklahoma. Under the leadership of the Oklahoma Secretary of Agency Accountability, OMES provides financial, property, purchasing, human resources and information technology services to all state agencies, and assists the Governor of Oklahoma on developing the annual state budget. Originally called the Office of State Finance, the agency was renamed to its current name in 2012.   ",['Government']
"[ORG] is a company headquartered in Noma, Imabari City, Ehime Prefecture. It was founded in 1946 as a business focused on charging and selling batteries for fishing boats. Currently, the company provides comprehensive design, manufacturing, construction, and maintenance services for electrical equipment in general, including power distribution systems and control systems for large ships.",['Capital Goods']
[ORG] is a Japanese record company. It is the Japanese subsidiary of Universal Music Group and is also known as Universal Music Japan.,['Media']
"[ORG] is a company engaged in the development, manufacturing, and sales of financial accounting software and dedicated computer systems. In 2015, it began providing ""JDL IBEX Cloud Suite Major."" The company focuses on enhancing the internet collaboration between accounting firms and their clients.",['Software']
"Mettler Toledo (Mettler-Toledo International Inc), based in Columbus, Ohio and with its operational headquarters in Greifensee, Switzerland, is a corporate group specialized in the manufacturing of scales and analytical instruments for professional use. The company is the world's largest manufacturer of weighing systems and has scales for weighing from micrograms to hundreds of tons.",['Technological Hardware']
" Japan Post (日本郵政公社, Nippon Yūsei Kōsha) [ORG] that existed from 2003 to 2007, offering postal and package delivery services, banking services, and life insurance. It is the nation's largest employer, with over 400,000 employees, and runs 24,700 post offices throughout Japan. One third of all Japanese government employees work for Japan Post. As of 2005, the President of the company was Masaharu Ikuta, formerly Chairman of Mitsui O.S.K. Lines Ltd.   ","['Finance', 'Transportation']"
"[ORG] is a technology company based in the United States commonly known as Uber. The company's services include ride-sharing, food delivery (Uber Eats), courier services, freight transportation, and rental of electric bicycles and scooters in partnership with Lime. The company is headquartered in San Francisco and operates in over 900 metropolitan areas worldwide. It is one of the largest companies in the gig economy.",['Transportation']
[ORG] is a company that provides internet content in the United States.,['Media']
"KU Leuven (Dutch: Katholieke Universiteit te Leuven; French: Université Catholique de Louvain (UCL); English: [ORG]; Latin: Universitas Catholica Lovaniensis) is the largest university in Belgium, the oldest and largest university in the Low Countries, the oldest existing Catholic university in the world, and one of the top universities globally. It was founded in 1425 with the approval of Pope Martin V by Duke John IV of Brabant.",['Education']
"[ORG] was established to support Japan's IT national strategy from the technological and human resources aspects. The supervising ministry is the [ORG], Trade and Industry.",['Government']
"[ORG] is an American medical company that produces ostomy equipment, specialized dressings, and systems for controlled stool collection. It is one of the largest companies in its industry. The company employs over 8000 people and has eleven manufacturing plants in eight countries. The company's name comes from the words ""Convalescent Technology."" The headquarters of the company is located in Princeton, New Jersey.",['Medical']
"[ORG] is a multinational company that produces a variety of electronic products. The company was founded in 1946, and in 1957 it released the first calculator in the world. The company is headquartered in Shibuya, Tokyo, Japan. The company generally employed 11,336 employees in 2010. Casio produces various electronic products such as calculators, digital cameras, musical instruments, watches, and others.",['Technological Hardware']
[ORG] is a multinational Japanese chemical company. Its main products are chemicals and materials science.   ,['Fundamental Materials']
"[ORG] was founded in 1972 as a comprehensive university as part of the NRW education initiative. Since 2003, it has been operated under its current name as a university. In the winter semester of 2019/20, over 22,000 students were enrolled at the university. They were taught by 260 professors in about 1,030 courses at three university locations. At the same time, around a hundred degree programs were offered.",['Education']
"[ORG] was launched in September 2020, originally named DuBox, and is operated by Popin Inc, a company under Baidu Japan. It offers up to 1TB of free storage and was renamed TeraBox in April 2021, now operated by Flextech Inc. It provides services globally (excluding mainland China).",['Internet Infrastructure']
[ORG] was an English publisher and editor who from 1913 to 1945 was publisher to the [ORG]).   ,['Media']
"[ORG] is an Italian automotive company founded by Enzo Ferrari on March 12, 1947.",['Automotive']
"[ORG] is a Japanese government agency and an integrated financial regulator responsible for overseeing banking, securities and exchange, and insurance sectors in order to ensure the stability of the financial system of Japan. The agency operates with a Commissioner and reports to the Minister of State for Financial Services. It oversees the Securities and Exchange Surveillance Commission and the Certified Public Accountants and Auditing Oversight Board.[1] Its main office is located in Tokyo.   ","['Finance', 'Government']"
[ORG] was an American businessman who founded electronics parts distributor [ORG].   ,['Retail & Distribution']
[ORG] is a Swedish government administrative authority responsible for the police in Sweden. The police authority is a single agency and is led by a national police chief who is solely responsible to the government for the agency's operations. The national police chief is appointed by the government.,['Government']
" .ovh is an active generic top-level domain (gTLD) delegated to the DNS root zone on June 20, 2014.[5][2][6] The domain is sponsored by OVH, a major French telecommunications and hosting business. This top-level domain is run by the AFNIC and registrations are open to all via OVH, the sole registrar of .ovh domains.   ",['Internet Infrastructure']
"[ORG] is an Indian IT company active in the e-commerce sector, providing B2C, B2B, and customer-to-customer sales services through its web portal. It is not a direct operator but a commercial intermediary that connects registered users with the distributing businesses listed in its directory, based on the searches made. Transactions are managed between the parties, also externally to the website.",['Retail & Distribution']
"[ORG] is a multinational package and delivery service with its main headquarters in Hamburg, Germany. The company, which is part of the Otto Group, is the largest in Germany in its category (private operator) and the second largest in the country overall (behind DHL, which is part of the state postal service). Its English branch, Hermes UK, is one of the most important in the United Kingdom.",['Transportation']
"[ORG] is a San Francisco-based research non-profit that promotes the development of nanotechnology and other emerging technologies, such as safe AGI, biotech and longevity.[1][2][3]   ",['Research']
[ORG] is one of the media companies in the Middle East. This company operates the Al Jazeera television station and others. The current chairman is Hamad bin Thamer Al Thani.,['Media']
"[ORG] is a US nonprofit consortium of more than 100 colleges and universities providing research and training in the atmospheric and related sciences.[1] UCAR manages the National Center for Atmospheric Research (NCAR) and provides additional services to strengthen and support research and education through its community programs. Its headquarters, in Boulder, Colorado, include NCAR's Mesa Laboratory, designed by I.M. Pei.",['Research']
"[ORG] is the largest integrated telecom service provider in Taiwan,[1] and the incumbent local exchange carrier of PSTN, Mobile, and broadband services in the country.   ",['ISP']
"[ORG] is an American company that was established alongside HP Inc. as a result of the Hewlett-Packard company split on November 1, 2015. It manufactures and develops hardware and services for enterprises, such as servers.","['Technological Hardware', 'Software']"
"[ORG] is a low-cost airline based in Melbourne, Australia. The airline is a subsidiary of Qantas, established in response to the low-cost airline Virgin Blue (now called Virgin Australia). The airline operates an extensive domestic network as well as regional and international routes from its hub at Melbourne Airport, using a fleet of Airbus A320 and Boeing 787 Dreamliner.",['Transportation']
"[ORG] is a brand of the DHL Group used for its domestic mail services in Germany.[1] The services offered under the brand are those of a traditional mail service, making the brand the successor of the former state-owned mail monopoly, Deutsche Bundespost. As of 2008, the monopoly for Deutsche Post on these services has expired.   ",['Transportation']
" The history of Florida International University, the first public institution of higher education in Miami and largest university in South Florida, began in 1965, with the introduction of a bill for the planning of the city's first state university. Florida International University was established in 1969 when it was established as a space-grant university by the Florida Legislature. Florida International is one of the youngest but the second largest university in the State University System of Florida. Florida International's opening in 1972, was the largest opening enrollment in U.S. collegiate history with 5,667 students enrolled.[1]",['Education']
"[ORG] is a Japanese company established on May 10, 1976, at 1-29-2 Kichijoji Minamimachi, Musashino City, Tokyo. It operates educational businesses such as Tokshin High School, Tokshin Satellite Prep School, Yoyogi Otsuka, Waseda Juku, and Itoman Swimming School. It should be noted that it is unrelated to the trading company Nagase Sangyo or Nagase Kenko, as well as the metal processing industry Nagase.",['Education']
"[ORG] was a Japanese company that provided recruitment, staffing, education, training services, and HR tech implementation support services. It was part of the Pasona Group.",['Services']
"[ORG] is a large airline from the United States. They are headquartered in Atlanta, Georgia. Their largest hub is also in Atlanta. Delta's first flight was in 1929.[1] In 1972, Delta merged with Northeast Airlines.[2] In 1987, Delta merged with Western Airlines.[3] In 2009, they merged with Northwest Airlines. Until 2013, Delta was the world's largest airline.[4] As of February 2024, the airline goes to 325 cities and has 978 planes.[5] In 2017, they retired their largest aircraft, the Boeing 747, and replaced it with other planes such as the Airbus A350.   ",['Transportation']
"[ORG] is a Japan-based electronic commerce and Internet company with a diversified group of businesses that includes online shopping, eikaiwa, and video on demand service. The company manages DMM.com, an online entertainment site that allows users to purchase goods and services like e-books, games, mainstream DVD releases, and 3D printing.[1] As of December 2021, DMM.com had over 35 million registered users.[4]   ","['Media', 'Retail & Distribution']"
"[ORG] is responsible for the First District of the Federal Reserve, which covers New England: Maine, Massachusetts, New Hampshire, Rhode Island, Vermont and all of Connecticut except Fairfield County.[1][2][3] The code of the Bank is A1, meaning that dollar bills from this Bank will have the letter A on them. The Boston Fed describes its mission as promoting ""growth and financial stability in New England and the nation"".[4] The Boston Fed also includes the New England Public Policy Center.[5]   ","['Finance', 'Government']"
"[ORG]  is a multinational insurance holding company headquartered in Tokyo, Japan. It is the largest property/casualty insurance group in Japan in terms of revenue and is the parent company for the Tokio Marine Group which employs 39,000[3] people in 38 countries worldwide.   ",['Finance']
"[ORG] is a Japanese airline headquartered in Shinagawa, Tokyo. In 2023, it ranked second in both international and domestic passenger numbers. It has the longest history among airlines in Japan.",['Transportation']
"[ORG] is a Los Angeles-based web hosting provider and domain name registrar. It is owned by New Dream Network, LLC, founded in 1996 by Dallas Bethune, Josh Jones, Michael Rodriguez and Sage Weil, undergraduate students at Harvey Mudd College in Claremont, California, and registered in 1997 by Michael Rodriguez.[4][5] DreamHost began hosting customers' sites in 1997.[6] In May 2012, DreamHost spun off Inktank.[7] Inktank is a professional services and support company for the open source Ceph file system.[8] In November 2014, DreamHost spun off Akanda, an open source network virtualization project.[9] As of February 2016, Dreamhost employs about 200 people and has close to 400,000 customers.[10]   ",['Internet Infrastructure']
"[ORG] is an electrical equipment manufacturer based in Nagakute City, Aichi Prefecture, specializing in distribution boards and other products.",['Capital Goods']
"[ORG] is a Japanese medical equipment manufacturing company. Founded in 1954, the company is headquartered in Osaka and is listed on the Tokyo Stock Exchange and the Osaka Securities Exchange.[4]   As of 2013 the company has 58 subsidiaries in Japan, Asia, North and South America and Europe.[5] February 2018 (Heisei 30), the Company [ORG] its subsidiary.[6]   ",['Medical']
"[ORG] is a multinational company based in Amsterdam, Netherlands, that manufactures electrical devices focusing on healthcare products and medical-related equipment.",['Medical']
"[ORG] was founded by Shotaro Uchiyama in February 1948 to research, develop, produce, sell, install, and maintain elevators, escalators, and moving walkways.",['Capital Goods']
"[ORG] is an international human resource consulting firm founded in 1948, based in Menlo Park and San Ramon, California.[4] It is a member of the S&P 500,[5] and is among the world's largest accounting and finance staffing firms, with over 345 locations worldwide.[6]   ",['Services']
"[ORG] is an American podcasting company founded in 2004 in Pittsburgh, Pennsylvania.   ",['Media']
"[ORG] is a large American water technology provider, in public utility, residential, commercial, agricultural and industrial settings. The company does business in more than 150 countries. Launched in 2011 as the [ORG], Xylem is headquartered in Washington, DC, with 2018 revenues of $5.2 billion and 17,000 employees worldwide.[4][3]   ",['Utilities']
This presents a partial list of products of the enterprise software company SAP SE.   ,['Software']
" [ORG] (西日本高速道路株式会社, Nishi-nihon Kōsoku-dōro Kabushiki-gaisha), abbreviated as NEXCO West (NEXCO西日本, NEXCO Nishi-Nihon), is one of the main operators of expressways and toll roads in Japan. It is headquartered on the 19th floor of Dojima Avanza in Kita-ku, Osaka.[2]   The company was established on October 1, 2005, as a result [ORG].[3] The company manages roadways mainly in the Kansai and Chūgoku regions as well as on Kyūshū, Shikoku, and Okinawa Island. Roadways in other regions of Japan are managed by East Nippon Expressway Company and Central Nippon Expressway Company.[4]   ",['Transportation']
" Edgio, Inc., evolved from Limelight Networks, a 20-year provider content delivery services to stream digital content over the internet.  Following a 2022 acquisition of Edgecast, the company re-branded as Edgio and has grown to offer a full suite of edge-enabled applications that run on the company's globally scaled network.  These applications include video workflow and automation, website acceleration, and cyber security. As of January 2023, the company's network has more than 300 points-of-presence and delivers with 250+ terabits[4] per second of egress capacity across the globe.","['Internet Infrastructure', 'Cybersecurity']"
"[ORG] is a Japanese company headquartered in Nakano, Tokyo, that specializes in the manufacturing and sale of photography equipment and optical products. It was established on September 21, 1957.",['Technological Hardware']
"[ORG] is a Chinese company engaged in the development, production, and marketing of products, systems, and solutions for networking and telecommunications, smartphones, and general consumer electronics. It was founded in 1987 by Ren Zhengfei and has its headquarters in Shenzhen, Guangdong, China.",['Technological Hardware']
"[ORG] is a satellite broadcasting and premium satellite television station owned and operated by Wowow Inc. (株式会社WOWOW). Its headquarters are located on the 21st floor of the Akasaka Park Building in Akasaka, Minato, Tokyo.[1][2] Its broadcasting center is in Koto, Tokyo.[1][3]   ",['Media']
"    Stanford University has many centers and institutes dedicated to the study of various specific topics. These centers and institutes may be within a department, within a school but across departments, an independent laboratory, institute or center reporting directly to the dean of research and outside any school, or semi-independent of the university itself.   ",['Education']
"[ORG] is a multimedia distribution company based in Minato Ward, Tokyo. It is a regular member of the Japan Audio Producers Association.",['Media']
"[ORG]  is a telecommunications company in Japan providing DSL services and network solutions. Its headquarters are in the Tokai Building (TOKAIビル, Tōkai Biru) in Aoi-ku, Shizuoka, Shizuoka Prefecture.[1] In North America, it is best known for its video games during the late 1980s and throughout the 1990s. In the US, they published games for the Nintendo Entertainment System, the Game Boy, the Super Nintendo Entertainment System, the Nintendo 64, the Sega Genesis, the Sega CD, the Sega Saturn, and the PlayStation.   ","['Media', 'ISP']"
[ORG] is the main building of the government of Aichi Prefecture. It is located in the city of Nagoya.   ,['Government']
"[ORG] is a file hosting service founded in Switzerland in 2014 for private users and companies. The data is optionally stored in a data center in the European Union or in the USA. While the parent company of pCloud is based in Switzerland ([ORG] until 2022, [ORG]), the operational business is based in Bulgaria.",['Internet Infrastructure']
"[ORG] is a university in ōta, Tokyo, Japan.   ",['Education']
"[ORG] is a private university in Cambridge, Massachusetts. MIT has five schools and one college, and it has 32 academic departments,[1] and gives much importance to scientific and technological research. MIT students, graduates, and faculty members are famous for being given many awards, including 76 Nobel Prizes.[2][3] In 2013 QS ranked MIT as the best university in the world.[4] It started in 1861. It is one of the most selective universities. It accepted 8.9% of people who applied for class of 2016. Nine months' tuition and fees for 2012–2013 is $42,050. MIT gives financial aid so that anyone who is good enough can pay. In 2011-2012 64% of undergraduates had some kind of financial aid.[5] The student:faculty ratio is 8:1.[6] 45% of undergraduates are women. The most popular major is engineering.   ",['Education']
"[ORG] is a Japanese multinational manufacturer of mechanical components and electronic devices. The company's headquarters are located in Higashi-Shinbashi, Minato, Tokyo, and its registered office is located in Miyota, Nagano.    ","['Technological Hardware', 'Capital Goods']"
[ORG] is a flagship Android smartphone developed by Xiaomi Inc. It was announced in February 2019.[1],['Technological Hardware']
"[ORG] is a regional bank based in Chuo-ku, Niigata City, Niigata Prefecture. It is a wholly-owned subsidiary of Daishi Hokuetsu Financial Group (hereafter referred to as Daishi Hokuetsu FG).",['Finance']
"[ORG] is a company based in Shinjuku, Tokyo, that provides internet-related services for the healthcare and welfare sector.",['Medical']
" In 1941 DeBakey headed the editorial department at the Alton Ochsner Foundation and in 1944 she became director of the Department of Medical Communication at the Ochsner Clinic Foundation, a hospital system in Louisiana.[1]  DeBakey served as a medical writer and guest editor for numerous medical journals and became the founding editor of the Cardiovascular Center Bulletin.[1]   ",['Medical']
"[ORG] is a company based in Ebisu Nishikubo, Shibuya, Tokyo. It is involved in the development of computer peripherals, networking equipment, and software, as well as consulting services.","['Technological Hardware', 'Software', 'IT Services']"
"[ORG] is a hospitality company headquartered in Singapore and founded in 1975. It is a subsidiary of developer UOL Group and operates more than 20 luxury hotels, resorts and serviced suites across Asia, North America, Oceania, and Europe.[1]   ",['Hotels & Food & Leisure']
"[ORG] is a computer graphics program for Windows and Mac that allows users to create procedural textures and modify images. It can be used as a standalone application or as a plugin for compatible 8bf hosts such as Adobe Photoshop, Affinity Photo, Corel PaintShop Pro. It has been under continuous development by Filter Forge Oü (formerly Filter Forge, Inc) since its official release in March 2007.[1]   ",['Software']
"[ORG] is a South [ORG]. It was launched in 1999 as the first web portal in South Korea to develop and use its own search engine. It was also the world's first operator to introduce the comprehensive search feature, which compiles search results from various categories and presents them in a single page. Naver has since added a multitude of new services ranging from basic features such as e-mail and news to the world's first online Q&A platform Knowledge iN.[citation needed]   ",['Media']
"[ORG] is an American consortium in the health care sector that provides health plans to nearly 11.8 million people in eight American states (Colorado, Georgia, Hawaii, California, Maryland, Oregon, Virginia, and Washington), as well as in the District of Columbia. The consortium consists of Kaiser Foundation Hospitals (providing healthcare services), Kaiser Foundation Health Plan, Inc. (selling health plans), and The Permanente Medical Groups (developing medical technology). It includes over 39 hospitals, 680 clinics, and 210,794 employees, of which 22,080 are doctors as of December 2017.",['Medical']
"[ORG] is an academic publisher of peer-reviewed open access scientific journals funded by Nature Research, covering research results in fields such as science, technology, and medicine. It was established in 2007 by a group of neuroscientists including Kamila Markram and Henry Markram, and later expanded into other academic disciplines. Frontiers is headquartered in Lausanne, Switzerland, with offices in London, Madrid, Seattle, and Brussels.",['Media']
"[ORG] is a Canadian video game developer founded in 1993 by James Schmalz. The company is headquartered in London, Ontario, Canada. It is known for creating the free online cooperative action game Warframe and for collaborating with Epic Games to develop the Unreal series.",['Media']
"[ORG] is a Japanese video game development and publishing company formed from the merger of video game developer Square and publisher Enix on April 1, 2003.[1] The company is best known for its role-playing video game franchises, which include the Final Fantasy, Dragon Quest, and Kingdom Hearts series. Of its intellectual properties (IPs), the Final Fantasy franchise is the best-selling, with total worldwide sales of over 173?million units.[2] The Dragon Quest series has sold over 85?million units worldwide[2] while the Kingdom Hearts series has shipped over 36 million copies worldwide.[3] Since its inception, the company has developed or published hundreds of titles in various video game franchises on numerous gaming systems.   ",['Media']
"[ORG] is a financial services company headquartered in Atlanta, Georgia, United States. The company's STAR Network provides nationwide domestic debit acceptance at more than 2 million retail POS, ATM, and at online outlets for nearly a third of all U.S. debit cards.   ",['Finance']
"[ORG] is the founder of electronic component distributor Digi-Key Electronics, located in Thief River Falls, Minnesota. He previously served as chief executive officer but is now member of the board.[1]   ",['Retail & Distribution']
"[ORG] was initiated in 1992 in response to Congressional direction to modernize the Department of Defense (DoD) laboratories’ high performance computing capabilities.[1] The HPCMP provides supercomputers, a national research network, high-end software tools, a secure environment, and computational science experts[2] that together enable the Defense laboratories and test centers to conduct research, development, test and technology evaluation activities.[3]   ",['Government']
"[ORG] is a Canadian hotel company.  Their headquarters is in Toronto.  Most Four Seasons hotels are five-star hotels, meaning they are expensive.",['Hotels & Food & Leisure']
"[ORG] is a program within the United States Geological Survey (USGS), a scientific bureau within the Department of Interior of the United States government. The USGS operates as a fact-finding research organization with no regulatory responsibility.",['Research']
"[ORG] is an education college located in Emporia, Kansas, United States. It is a part of Emporia State University.   ",['Education']
[ORG] is an American company in the field of Content Delivery Network (CDN).,['Internet Infrastructure']
[ORG] is a marketing and research company based in Japan.,['Services']
" The history of the [ORG], when efforts were begun to establish a ""[ORG].""  Nine years later in 1864, together with the help of Amos Adams Lawrence, former Kansas Governor Charles L. Robinson, and several other prominent figures, the Kansas Legislature chartered the [ORG], Kansas. The university was initially funded by a $15,000 endowment on a 40-acre (160,000?m2) allotment of land from Charles Robinson and his wife Sara.[1]  The university commenced preparatory-level classes in 1866 and college-level classes in 1869.   ",['Education']
